Unnamed: 0,day,day compound avg,day positive avg,day negative avg,day neutral avg,two day neutral avg,two day positive avg,two day negative avg,two day compound avg,two day Other compound avg,two day the-next-web compound avg,two day techradar compound avg,two day the-guardian-au compound avg,two day usa-today compound avg,two day daily-mail compound avg,two day techcrunch compound avg,two day Other neg avg,two day the-next-web neg avg,two day techradar neg avg,two day the-guardian-au neg avg,two day usa-today neg avg,two day daily-mail neg avg,two day techcrunch neg avg,two day Other pos avg,two day the-next-web pos avg,two day techradar pos avg,two day the-guardian-au pos avg,two day usa-today pos avg,two day daily-mail pos avg,two day techcrunch pos avg,two day Other neu avg,two day the-next-web neu avg,two day techradar neu avg,two day the-guardian-au neu avg,two day usa-today neu avg,two day daily-mail neu avg,two day techcrunch neu avg,one day Other compound avg,one day the-next-web compound avg,one day techradar compound avg,one day the-guardian-au compound avg,one day usa-today compound avg,one day daily-mail compound avg,one day techcrunch compound avg,one day Other neg avg,one day the-next-web neg avg,one day techradar neg avg,one day the-guardian-au neg avg,one day usa-today neg avg,one day daily-mail neg avg,one day techcrunch neg avg,one day Other pos avg,one day the-next-web pos avg,one day techradar pos avg,one day the-guardian-au pos avg,one day usa-today pos avg,one day daily-mail pos avg,one day techcrunch pos avg,one day Other neu avg,one day the-next-web neu avg,one day techradar neu avg,one day the-guardian-au neu avg,one day usa-today neu avg,one day daily-mail neu avg,one day techcrunch neu avg
2018-08-23 12:30:00,2018-08-23,0.99935,0.114,0.028,0.8575,0.8575,0.114,0.028,0.99935,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,
2018-08-23 12:00:00,2018-08-23,0.99935,0.114,0.028,0.8575,0.8575,0.114,0.028,0.99935,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,
2018-08-23 11:30:00,2018-08-23,0.99935,0.114,0.028,0.8575,0.8575,0.114,0.028,0.99935,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,
2018-08-23 11:00:00,2018-08-23,0.99935,0.114,0.028,0.8575,0.8575,0.114,0.028,0.99935,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,
2018-08-23 10:30:00,2018-08-23,0.99935,0.114,0.028,0.8575,0.8575,0.114,0.028,0.99935,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,
2018-08-23 10:00:00,2018-08-23,0.99935,0.114,0.028,0.8575,0.8575,0.114,0.028,0.99935,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,,0.99935,,,,,,,0.028,,,,,,,0.114,,,,,,,0.8575,,,,,,
2018-08-23 09:30:00,2018-08-23,0.9999,0.12300000000000001,0.033,0.8440000000000001,0.8440000000000001,0.12300000000000001,0.033,0.9999,0.9999,,,,,,,0.033,,,,,,,0.12300000000000001,,,,,,,0.8440000000000001,,,,,,,0.9999,,,,,,,0.033,,,,,,,0.12300000000000001,,,,,,,0.8440000000000001,,,,,,
2018-08-22 15:30:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 15:00:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 14:30:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 14:00:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 13:30:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 13:00:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 12:30:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 12:00:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 11:30:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 11:00:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 10:30:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 10:00:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 09:30:00,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 15:30:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 15:00:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 14:30:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 14:00:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 13:30:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 13:00:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 12:30:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 12:00:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 11:30:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21 11:00:00,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
