,1. open,2. high,3. low,4. close,5. volume
2018-08-29 11:55:00,175.8900,175.9700,175.8100,175.8700,114921
2018-08-29 11:50:00,175.8800,175.9100,175.7600,175.8500,109618
2018-08-29 11:45:00,175.8300,175.9845,175.8300,175.9000,111276
2018-08-29 11:40:00,176.0300,176.0840,175.8000,175.8200,137259
2018-08-29 11:35:00,176.0600,176.0900,176.0000,176.0500,116674
2018-08-29 11:30:00,176.0000,176.1800,175.9600,176.1000,177569
2018-08-29 11:25:00,176.0700,176.1100,175.9919,176.0315,136208
2018-08-29 11:20:00,176.0484,176.0900,176.0210,176.0500,107828
2018-08-29 11:15:00,176.0200,176.1107,175.9853,176.0600,190527
2018-08-29 11:10:00,175.9200,176.1000,175.8950,176.0700,284059
2018-08-29 11:05:00,175.5700,175.9300,175.5700,175.9300,174031
2018-08-29 11:00:00,175.5400,175.6550,175.5400,175.6246,180388
2018-08-29 10:55:00,175.5000,175.6000,175.2900,175.5520,441383
2018-08-29 10:50:00,175.9600,176.0305,175.5000,175.5000,301140
2018-08-29 10:45:00,176.0000,176.0050,175.8600,175.9400,243011
2018-08-29 10:40:00,176.2200,176.2550,175.9600,176.0100,207759
2018-08-29 10:35:00,175.8500,176.2800,175.8100,176.1750,337674
2018-08-29 10:30:00,175.8400,175.9000,175.7600,175.8700,181787
2018-08-29 10:25:00,175.7600,175.8500,175.6950,175.8300,260406
2018-08-29 10:20:00,175.5400,175.7977,175.5234,175.7977,223428
2018-08-29 10:15:00,175.6900,175.7000,175.4500,175.5200,193629
2018-08-29 10:10:00,175.8000,175.8099,175.5100,175.7298,221361
2018-08-29 10:05:00,175.6800,175.8900,175.6300,175.8100,185180
2018-08-29 10:00:00,175.8000,175.9100,175.6800,175.6811,200733
2018-08-29 09:55:00,175.5600,175.8800,175.5200,175.8400,300256
2018-08-29 09:50:00,175.3200,175.6800,175.3200,175.6100,435205
2018-08-29 09:45:00,175.7000,175.8600,175.2900,175.3610,467271
2018-08-29 09:40:00,176.1400,176.3600,175.5000,175.7200,501933
2018-08-29 09:35:00,176.5461,176.7500,176.0000,176.0500,351165
2018-08-29 09:30:00,176.1350,176.7339,175.8800,176.5800,843738
2018-08-28 15:55:00,176.0900,176.2700,176.0700,176.2700,600231
2018-08-28 15:50:00,176.0900,176.1000,175.8300,176.1000,430677
2018-08-28 15:45:00,176.2800,176.3200,176.0150,176.1199,290441
2018-08-28 15:40:00,176.3300,176.4300,176.2400,176.3199,217828
2018-08-28 15:35:00,176.4300,176.4600,176.1700,176.3400,201808
2018-08-28 15:30:00,176.5300,176.5500,176.3100,176.4235,284484
2018-08-28 15:25:00,176.5500,176.6032,176.4800,176.5150,124929
2018-08-28 15:20:00,176.6900,176.7100,176.4300,176.5300,274249
2018-08-28 15:15:00,176.7400,176.8000,176.6901,176.7000,155012
2018-08-28 15:10:00,176.8000,176.8250,176.6600,176.7500,177372
2018-08-28 15:05:00,176.9000,176.9000,176.7350,176.7900,201021
2018-08-28 15:00:00,177.0500,177.0600,176.8200,176.9000,214518
2018-08-28 14:55:00,176.9600,177.1000,176.9500,177.0698,189932
2018-08-28 14:50:00,176.9800,177.0600,176.9600,176.9780,115812
2018-08-28 14:45:00,177.1550,177.1550,176.9700,176.9800,174607
2018-08-28 14:40:00,177.0800,177.2100,177.0730,177.1700,153032
2018-08-28 14:35:00,177.2500,177.2500,177.0317,177.0800,92858
2018-08-28 14:30:00,177.2200,177.3300,177.1900,177.2600,135132
2018-08-28 14:25:00,177.1900,177.2500,177.1200,177.2300,77962
2018-08-28 14:20:00,177.1700,177.2200,177.0801,177.1900,80373
2018-08-28 14:15:00,177.1400,177.2699,177.1000,177.1900,169179
2018-08-28 14:10:00,177.1100,177.1400,177.0600,177.1400,58057
