,1. open,2. high,3. low,4. close,5. volume
2018-08-27 10:00:00,177.5700,178.4400,177.5700,178.0860,2114247
2018-08-27 09:30:00,175.8500,177.6200,175.8000,177.5285,3402155
2018-08-24 15:30:00,174.5475,174.8100,174.3800,174.6600,1904005
2018-08-24 15:00:00,174.5200,174.6200,174.3600,174.5300,865666
2018-08-24 14:30:00,174.2400,174.6200,174.1100,174.5100,873657
2018-08-24 14:00:00,173.7300,174.2700,173.6600,174.2537,608161
2018-08-24 13:30:00,173.9900,173.9900,173.6500,173.7550,558066
2018-08-24 13:00:00,173.7600,174.0177,173.5800,173.9841,640508
2018-08-24 12:30:00,173.9900,174.0056,173.6900,173.7500,648572
2018-08-24 12:00:00,174.2600,174.3100,173.9700,174.0000,509128
2018-08-24 11:30:00,174.2715,174.4350,174.0300,174.2700,671200
2018-08-24 11:00:00,174.4600,174.5700,174.0000,174.2600,923714
2018-08-24 10:30:00,174.0990,174.7584,173.9900,174.4500,1409841
2018-08-24 10:00:00,173.2000,174.0836,173.2000,174.0600,1300299
2018-08-24 09:30:00,173.6150,174.1600,172.9300,173.2300,2305318
2018-08-23 15:30:00,173.4500,173.5000,172.8300,172.9100,1879640
2018-08-23 15:00:00,173.9500,174.0250,173.4200,173.4500,917571
2018-08-23 14:30:00,174.0700,174.3200,173.5810,173.9300,815645
2018-08-23 14:00:00,174.2035,174.4700,174.0100,174.0600,813426
2018-08-23 13:30:00,174.5422,174.5800,174.0200,174.1700,717719
2018-08-23 13:00:00,174.5150,174.5800,174.1400,174.5000,492635
2018-08-23 12:30:00,174.5000,174.7900,174.2299,174.5200,657121
2018-08-23 12:00:00,174.2425,174.7062,173.9800,174.5256,770168
2018-08-23 11:30:00,174.0000,174.4200,173.8500,174.2500,902246
2018-08-23 11:00:00,174.8050,175.1698,173.7200,174.0000,1620177
2018-08-23 10:30:00,175.0000,175.5200,174.7400,174.8198,1618199
2018-08-23 10:00:00,174.8500,175.1800,174.3300,175.0200,1936284
2018-08-23 09:30:00,173.1600,175.1857,173.1000,174.8200,3675967
2018-08-22 15:30:00,173.9600,174.2300,173.3380,173.7100,3602077
2018-08-22 15:00:00,173.0400,174.1400,173.0400,173.9500,1697883
2018-08-22 14:30:00,173.1296,173.1650,172.7600,173.0400,674683
2018-08-22 14:00:00,172.8900,173.1900,172.5800,173.1020,834037
2018-08-22 13:30:00,172.7300,172.9200,172.5350,172.9200,621244
2018-08-22 13:00:00,172.5500,172.9400,172.4700,172.7201,624210
2018-08-22 12:30:00,172.5900,172.8300,172.5400,172.5500,700022
2018-08-22 12:00:00,173.0000,173.0600,172.4200,172.5900,825634
2018-08-22 11:30:00,173.1300,173.1473,172.7500,173.0200,762010
2018-08-22 11:00:00,173.0028,173.2746,172.9300,173.1800,1032004
2018-08-22 10:30:00,172.5400,173.0600,172.3900,173.0000,1073584
2018-08-22 10:00:00,172.6350,173.1100,172.1600,172.4890,1527502
2018-08-22 09:30:00,172.2000,173.7550,172.1600,172.6100,2613384
2018-08-21 15:30:00,173.0200,173.1500,172.5200,172.6300,2134057
2018-08-21 15:00:00,172.8600,173.1100,172.7410,173.0500,693828
2018-08-21 14:30:00,173.2400,173.4000,172.6850,172.8200,942459
2018-08-21 14:00:00,173.1540,173.3697,172.9500,173.2600,712756
2018-08-21 13:30:00,173.2000,173.5800,173.0200,173.1530,762240
2018-08-21 13:00:00,173.3800,173.4800,173.0800,173.1800,678556
2018-08-21 12:30:00,173.5250,173.5750,173.1400,173.3500,648644
2018-08-21 12:00:00,173.2200,173.6050,173.1001,173.5115,931148
2018-08-21 11:30:00,172.6250,173.3300,172.6250,173.1900,1037859
2018-08-21 11:00:00,173.5200,173.7200,172.4000,172.6500,1543700
2018-08-21 10:30:00,173.8000,174.1699,173.1250,173.4600,1835638
2018-08-21 10:00:00,173.0100,173.9454,172.9200,173.7700,1910484
2018-08-21 09:30:00,172.9400,173.3590,171.3900,172.9700,3685911
2018-08-20 15:30:00,172.4100,173.1400,172.3600,172.5100,1781345
2018-08-20 15:00:00,172.4800,172.6200,172.1800,172.4200,935059
2018-08-20 14:30:00,173.0600,173.2000,172.3900,172.5000,955117
2018-08-20 14:00:00,173.0600,173.6800,173.0100,173.0232,1024422
2018-08-20 13:30:00,172.7700,173.0699,172.6300,173.0400,719212
2018-08-20 13:00:00,172.7800,173.1328,172.4000,172.8095,872876
2018-08-20 12:30:00,172.7600,173.1300,172.5600,172.8200,1040644
2018-08-20 12:00:00,172.2400,172.7551,171.9600,172.7551,924545
2018-08-20 11:30:00,172.3085,172.6200,172.1700,172.2300,1069937
