,1. open,2. high,3. low,4. close,5. volume
2018-08-31 13:00:00,228.4415,228.4700,228.3200,228.4260,252356
2018-08-31 12:55:00,228.1100,228.4658,228.0400,228.4500,268734
2018-08-31 12:50:00,228.2265,228.2700,228.0700,228.1500,228917
2018-08-31 12:45:00,228.2897,228.4400,228.1500,228.2230,451129
2018-08-31 12:40:00,227.8100,228.3000,227.8000,228.3000,575623
2018-08-31 12:35:00,227.5900,227.8500,227.5900,227.8350,289045
2018-08-31 12:30:00,227.7900,227.8500,227.4590,227.5901,235417
2018-08-31 12:25:00,227.4600,227.8100,227.2600,227.8002,269049
2018-08-31 12:20:00,227.7156,227.7900,227.3806,227.4242,236194
2018-08-31 12:15:00,227.5900,227.9600,227.5900,227.7557,333096
2018-08-31 12:10:00,227.5000,227.6600,227.4400,227.6100,320524
2018-08-31 12:05:00,227.2700,227.5198,226.9800,227.5190,265326
2018-08-31 12:00:00,227.0565,227.3200,226.8700,227.3071,443003
2018-08-31 11:55:00,227.1643,227.3600,227.0500,227.0500,331341
2018-08-31 11:50:00,226.7000,227.2200,226.6901,227.1650,405162
2018-08-31 11:45:00,226.8300,226.9300,226.6200,226.6738,399754
2018-08-31 11:40:00,227.2043,227.2300,226.8000,226.8700,454567
2018-08-31 11:35:00,227.1100,227.3060,226.9643,227.2400,471300
2018-08-31 11:30:00,227.3800,227.5900,227.1210,227.1260,392885
2018-08-31 11:25:00,227.8400,227.8500,227.3600,227.3800,453449
2018-08-31 11:20:00,227.8900,227.8900,227.6300,227.8900,307611
2018-08-31 11:15:00,227.8200,228.1000,227.8000,227.9300,309124
2018-08-31 11:10:00,227.9000,228.0200,227.6900,227.8050,383808
2018-08-31 11:05:00,228.4300,228.4300,227.9010,227.9200,611461
2018-08-31 11:00:00,228.0700,228.5700,228.0700,228.4700,472260
2018-08-31 10:55:00,228.2103,228.3500,228.0000,228.0400,359719
2018-08-31 10:50:00,227.7300,228.2100,227.6900,228.2100,387792
2018-08-31 10:45:00,228.1900,228.1900,227.6200,227.7400,387654
2018-08-31 10:40:00,227.8690,228.3700,227.8400,228.1800,570058
2018-08-31 10:35:00,227.4500,227.9600,227.4500,227.8600,398644
2018-08-31 10:30:00,227.6900,227.6900,227.2900,227.4485,574036
2018-08-31 10:25:00,227.4200,228.0000,227.4200,227.6300,747016
2018-08-31 10:20:00,228.0500,228.2200,227.3600,227.4291,918714
2018-08-31 10:15:00,228.8200,228.8700,228.0700,228.0700,715691
2018-08-31 10:10:00,228.2270,228.8500,228.2270,228.7808,591548
2018-08-31 10:05:00,228.4200,228.7500,228.1400,228.2350,991048
2018-08-31 10:00:00,227.8300,228.4000,227.6100,228.4000,703815
2018-08-31 09:55:00,227.8929,228.1900,227.8400,227.8400,657051
2018-08-31 09:50:00,227.8200,228.2800,227.8200,227.8700,1037618
2018-08-31 09:45:00,227.4200,227.8400,227.3677,227.8000,644790
2018-08-31 09:40:00,227.0900,227.8400,227.0800,227.4100,859001
2018-08-31 09:35:00,227.7100,227.7100,226.7800,227.1000,1115257
2018-08-31 09:30:00,226.5300,227.9800,226.2300,227.7100,2691708
